participant_auc_l5,participant_auc_l5_scale,participant_l5_min,participant_l5_max,REC,LDI
0.34447053164686214,0.38525235226187904,0.0842163010675756,0.9783588796252919,0.9166666666666666,0.22222222222222224
0.2558535583079326,0.33151320163603026,0.09558786844860734,0.8673627390881039,0.861111111111111,0.2777777777777778
0.223635639649851,0.23725853405725286,0.0570668969113175,0.9996489647744085,0.9444444444444444,0.6944444444444444
0.25471231220305396,0.28326341191176235,0.0336155393990587,0.9328220782315353,0.8888888888888888,0.47222222222222227
0.39401468548543794,0.5071593207606493,0.10962688338329563,0.8865320280910486,0.8333333333333333,0.16666666666666666
0.4889898411960784,0.6072830896665725,0.128623083353816,0.9338321357984629,0.861111111111111,0.0
0.23521796068222586,0.34376082728036156,0.25088524017055924,0.9351341190877279,0.7222222222222222,0.5277777777777778
0.4393425691133078,0.6050021389390536,0.20281356205058287,0.9289970593250712,0.8055555555555556,0.13888888888888887
0.27024530127209684,0.31309832199303234,0.11404859379235133,0.977180978379551,0.8611111111111112,0.5
0.4569179214913811,0.519114742796289,0.038589656621706436,0.9187764126944092,0.9166666666666666,0.02777777777777779
0.45161610609879443,0.5037256567998101,0.10344827585727867,1.0,0.9166666666666666,0.16666666666666669
0.3641294180032675,0.5040066925092873,0.05172413792976349,0.7741935483861686,0.75,0.0
0.4838934641383265,0.4950451183354298,0.0,0.9774734589150171,1.0,0.08333333333333333
2.7444603721205873e-8,7.832923794928542e-7,0.7586133046286851,0.79365080076643,0.0,0.08333333333333331
0.5142671612861269,0.6003475708957261,0.09444641621135974,0.9510621272049662,0.9166666666666666,0.0
0.5441036531348534,0.6393151728374161,0.11024630529003476,0.9613189471608763,0.9166666666666666,0.1111111111111111
0.3818595866850348,0.5911146193745274,0.301306291066856,0.9473055172221652,0.6944444444444444,0.25
0.5986447779040532,0.6920121201393891,0.06759518102638407,0.9326736391659189,0.9166666666666666,-0.16666666666666666
0.34692111391483343,0.496941055051814,0.3018867924312243,1.0,0.6111111111111112,0.05555555555555555
0.4717514690492054,0.5272671532163138,0.06916914531481855,0.9638796657247012,0.9444444444444444,0.16666666666666669
0.6186162291433688,0.8968852594730241,0.28169014084467037,0.9714285690432164,0.7777777777777778,0.11111111111111113
0.22809972892638616,0.3660299959390395,0.319138625593945,0.9423108558949148,0.6944444444444444,0.5
0.36116260344006307,0.4400167125130167,0.08641459369082405,0.9072075162536893,0.8888888888888888,0.25
0.5125132402002406,0.5795039261495897,0.06151905408205649,0.9459189987132227,0.0,0.0
0.5197323927450657,0.5403983782932744,0.0,0.9617578690493528,0.9444444444444444,0.08333333333333334
0.33100277408960505,0.36897236983565895,0.030452043332510947,0.9275457044026728,0.9444444444444444,0.41666666666666663
0.5262036139300847,0.5962305364523676,0.09496160004118992,0.9775121937445079,0.9722222222222222,-0.027777777777777762
0.3089998467014947,0.4221053072184003,0.18992041002241522,0.9219648582141458,0.75,0.05555555555555555
0.2688992584597716,0.3646509023058799,0.2066129666102009,0.9440285516516195,0.7777777777777778,0.4444444444444444
0.4719340072153383,0.5750778686655792,0.027161550883331498,0.8478052113852079,0.8333333333333333,0.0
0.37310512035072535,0.4360572544735719,0.04667841484761315,0.9023117440102131,0.9722222222222222,0.2222222222222222
0.5170468343828208,0.5480008309825629,0.040976024892317664,0.9844907152911594,0.9444444444444444,-0.05555555555555555
0.553908249545612,0.7726352013016418,0.1677368411815474,0.8846447022425692,0.6944444444444444,-0.08333333333333334
0.37300338063463767,0.42459490926973037,0.03050898962879378,0.9090013419656928,0.8888888888888888,0.1388888888888889
0.40300906612040766,0.48799259021308283,0.14558041586804227,0.9714312058245722,0.861111111111111,0.19444444444444448
0.4422077868356272,0.5066964224156936,0.1272727272725045,1.0,0.8055555555555556,0.0
0.37312171458238375,0.4932067982789217,0.1999998990354077,0.9565217391325375,0.6944444444444444,-0.3055555555555556
0.38384658162121843,0.5036366626071184,0.20754716981109722,0.9696969696969985,0.6666666666666666,0.027777777777777776
0.5178449455638583,0.6799666035825483,0.2044180171023564,0.965992104470004,0.6666666666666666,0.1111111111111111
0.08904069722482436,0.42559405539231493,0.35717999997077865,0.5663950867340234,0.13888888888888892,-0.027777777777777776
0.5125132402002406,0.5795039261495897,0.06151905408205649,0.9459189987132227,0.0,0.0
0.5125132402002406,0.5795039261495897,0.06151905408205649,0.9459189987132227,0.0,0.0
0.5284877506864453,0.5835526747467088,0.060791179212620894,0.9664296477807506,0.8611111111111112,-0.3611111111111111
0.21368302608766662,0.2921791977404037,0.20159003752619453,0.9329324046084685,0.7777777777777778,0.4444444444444445
0.5436058614100058,0.901212164699891,0.35135135134943185,0.9545454522535511,0.3611111111111111,-0.1388888888888889
